producttype;code;baseProduct;ean;"""><img src=x onerror=alert(1)>";desc;summary;thumbnail;fullsize;media;style;size;swatchcodes;swatchcolors;price;surchargetype;surchargevalue
variant;300412433;95438;;Theory Jacket Women true black dotcom S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95438_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95438_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95438_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95438_1.jpg;true black dotcom;S;red,black;#FF0000,#000000;89.06;ABSOLUTE;0.0
variant;300412415;95437;;Tabloid Jacket Women bright white S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_3.jpg;bright white;S;white;#FFFFFF;105.26;ABSOLUTE;0.0
variant;300412429;95438;;Theory Jacket Women true black XS;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95438_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95438_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95438_7.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95438_7.jpg;true black;XS;black;#000000;89.06;ABSOLUTE;0.0
variant;300660315;99145;;Iconic Jacket Women tipsey tonic XS;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/99145_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/99145_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/99145_4.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/99145_4.jpg;tipsey tonic;XS;white;#FFFFFF;64.76;ABSOLUTE;0.0
variant;300412400;95437;;Tabloid Jacket Women blue pearl prince of wale XXS;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;blue pearl prince of wale;XXS;blue,grey;#0000FF,#808080;105.26;ABSOLUTE;0.0
variant;300412398;95437;;Tabloid Jacket Women blue pearl prince of wale XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;blue pearl prince of wale;XL;blue,grey;#0000FF,#808080;105.26;ABSOLUTE;0.0
variant;300412432;95438;;Theory Jacket Women true black dotcom M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95438_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95438_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95438_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95438_1.jpg;true black dotcom;M;red,black;#FF0000,#000000;89.06;ABSOLUTE;0.0
variant;300412397;95437;;Tabloid Jacket Women blue pearl prince of wale S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;blue pearl prince of wale;S;blue,grey;#0000FF,#808080;105.26;ABSOLUTE;0.0
variant;300412396;95437;;Tabloid Jacket Women blue pearl prince of wale M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;blue pearl prince of wale;M;blue,grey;#0000FF,#808080;105.26;ABSOLUTE;0.0
variant;300412395;95437;;Tabloid Jacket Women blue pearl prince of wale L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;blue pearl prince of wale;L;blue,grey;#0000FF,#808080;105.26;ABSOLUTE;0.0
variant;300412392;95437;;Tabloid Jacket Women academy royal flush XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_15.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_15.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_15.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_15.jpg;academy royal flush;XL;blue;#0000FF;105.26;ABSOLUTE;0.0
variant;300412399;95437;;Tabloid Jacket Women blue pearl prince of wale XS;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95437_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95437_1.jpg;blue pearl prince of wale;XS;blue,grey;#0000FF,#808080;105.26;ABSOLUTE;0.0
variant;300438062;98908;;Tarzo Pants youth lime M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_3.jpg;lime;M;green;#008000;56.66;ABSOLUTE;0.0
variant;300410538;95367;;Minishred Melody Jacket youth mini heart camo L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95367_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95367_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95367_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95367_5.jpg;mini heart camo;L;red;#FF0000;52.61;ABSOLUTE;0.0
variant;300438061;98908;;Tarzo Pants youth lime L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_3.jpg;lime;L;green;#008000;56.66;ABSOLUTE;0.0
variant;300438060;98908;;Tarzo Pants youth green S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_5.jpg;green;S;green;#008000;56.66;ABSOLUTE;0.0
variant;300321391;81252;;Fornax Pant Insulated youth black L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/81252_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/81252_4.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/81252_4.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/81252_4.jpg;black;L;black;#000000;32.36;ABSOLUTE;0.0
variant;300412824;95453;;Sweetheart Pant youth green bean M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_3.jpg;green bean;M;green;#008000;44.51;ABSOLUTE;0.0
variant;300412823;95453;;Sweetheart Pant youth green bean L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_3.jpg;green bean;L;green;#008000;44.51;ABSOLUTE;0.0
variant;300399596;94474;;Trenchtown Jacket burnt greens S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94474_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94474_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94474_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94474_5.jpg;burnt greens;S;green;#008000;113.36;ABSOLUTE;0.0
variant;300412836;95453;;Sweetheart Pant youth glamberry XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_5.jpg;glamberry;XL;red;#FF0000;44.51;ABSOLUTE;0.0
variant;300412834;95453;;Sweetheart Pant youth glamberry M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_5.jpg;glamberry;M;red;#FF0000;44.51;ABSOLUTE;0.0
variant;300399600;94474;;Trenchtown Jacket red rum L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94474_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94474_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94474_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94474_1.jpg;red rum;L;red;#FF0000;113.36;ABSOLUTE;0.0
variant;300412826;95453;;Sweetheart Pant youth green bean XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_3.jpg;green bean;XL;green;#008000;44.51;ABSOLUTE;0.0
variant;300412848;95453;;Sweetheart Pant youth bright white sequins L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_14.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_14.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_14.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_14.jpg;bright white sequins;L;white;#FFFFFF;44.51;ABSOLUTE;0.0
variant;300427203;97602;;Kampai Jacket black/black/dark copper M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/97602_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/97602_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/97602_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/97602_1.jpg;black/black/dark copper;M;black;#000000;72.86;ABSOLUTE;0.0
variant;300321401;81252;;Fornax Pant Insulated youth turquoise S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/81252_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/81252_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/81252_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/81252_1.jpg;turquoise;S;blue;#0000FF;32.36;ABSOLUTE;0.0
variant;300491716;107728;;Score Mini Stripe Jacket youth black mini stripe S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/107728_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/107728_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/107728_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/107728_1.jpg;black mini stripe;S;white,black;#FFFFFF,#000000;97.16;ABSOLUTE;0.0
variant;300491715;107728;;Score Mini Stripe Jacket youth black mini stripe M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/107728_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/107728_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/107728_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/107728_1.jpg;black mini stripe;M;white,black;#FFFFFF,#000000;97.16;ABSOLUTE;0.0
variant;300399601;94474;;Trenchtown Jacket red rum M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94474_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94474_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94474_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94474_1.jpg;red rum;M;red;#FF0000;113.36;ABSOLUTE;0.0
variant;300399602;94474;;Trenchtown Jacket red rum S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94474_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94474_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94474_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94474_1.jpg;red rum;S;red;#FF0000;113.36;ABSOLUTE;0.0
variant;300412843;95453;;Sweetheart Pant youth amethyst L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_10.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_10.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_10.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_10.jpg;amethyst;L;pink;#E7A1B0;44.51;ABSOLUTE;0.0
variant;300412827;95453;;Sweetheart Pant youth green bean XS;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_3.jpg;green bean;XS;green;#008000;44.51;ABSOLUTE;0.0
variant;300752454;98908;;Tarzo Pants youth green XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_5.jpg;green;XL;green;#008000;56.66;ABSOLUTE;0.0
variant;300412828;95453;;Sweetheart Pant youth honeydew L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_9.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_9.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_9.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_9.jpg;honeydew;L;green;#008000;44.51;ABSOLUTE;0.0
variant;300412830;95453;;Sweetheart Pant youth honeydew S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_9.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_9.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_9.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_9.jpg;honeydew;S;green;#008000;44.51;ABSOLUTE;0.0
variant;300438059;98908;;Tarzo Pants youth green M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_5.jpg;green;M;green;#008000;56.66;ABSOLUTE;0.0
variant;300438057;98908;;Tarzo Pants youth blue S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_1.jpg;blue;S;blue;#0000FF;56.66;ABSOLUTE;0.0
variant;300438056;98908;;Tarzo Pants youth blue M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_1.jpg;blue;M;blue;#0000FF;56.66;ABSOLUTE;0.0
variant;300438055;98908;;Tarzo Pants youth blue L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98908_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98908_1.jpg;blue;L;blue;#0000FF;56.66;ABSOLUTE;0.0
variant;300412635;95446;;Twc Such A Deal Pant youth biking red textur plaid XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95446_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95446_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95446_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95446_3.jpg;biking red textur plaid;XL;red;#FF0000;56.66;ABSOLUTE;0.0
variant;300673824;132042;;Tassara Pants Girls Youth berry XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/132042_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/132042_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/132042_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/132042_1.jpg;berry;XL;pink,purple;#E7A1B0,#800080;80.96;ABSOLUTE;0.0
variant;300412839;95453;;Sweetheart Pant youth watermelon M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_1.jpg;watermelon;M;red;#FF0000;44.51;ABSOLUTE;0.0
variant;300412829;95453;;Sweetheart Pant youth honeydew M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_9.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_9.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_9.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_9.jpg;honeydew;M;green;#008000;44.51;ABSOLUTE;0.0
variant;300438086;98913;;Plan B Youth Pant peach XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98913_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98913_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98913_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98913_1.jpg;peach;XL;pink,orange;#E7A1B0,#FFA500;56.66;ABSOLUTE;0.0
variant;300192012;62001;;Sweetart Pant youth lemonhead jumanji M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/62001_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/62001_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/62001_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/62001_1.jpg;lemonhead jumanji;M;;;44.51;ABSOLUTE;0.0
variant;300438085;98913;;Plan B Youth Pant peach M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98913_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98913_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/98913_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/98913_1.jpg;peach;M;pink,orange;#E7A1B0,#FFA500;56.66;ABSOLUTE;0.0
variant;300412816;95453;;Sweetheart Pant youth true black XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_7.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_7.jpg;true black;XL;black;#000000;44.51;ABSOLUTE;0.0
variant;300412813;95453;;Sweetheart Pant youth true black L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_7.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_7.jpg;true black;L;black;#000000;44.51;ABSOLUTE;0.0
variant;300412632;95446;;Twc Such A Deal Pant youth biking red textur plaid L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95446_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95446_3.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95446_3.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95446_3.jpg;biking red textur plaid;L;red;#FF0000;56.66;ABSOLUTE;0.0
variant;300412831;95453;;Sweetheart Pant youth honeydew XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_9.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_9.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_9.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_9.jpg;honeydew;XL;green;#008000;44.51;ABSOLUTE;0.0
variant;300412818;95453;;Sweetheart Pant youth true black sequins L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_12.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_12.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95453_12.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95453_12.jpg;true black sequins;L;black;#000000;44.51;ABSOLUTE;0.0
variant;300427243;97607;;Budmo Pant dark copper M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/97607_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/97607_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/97607_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/97607_1.jpg;dark copper;M;orange;#FFA500;80.96;ABSOLUTE;0.0
variant;300412425;95438;;Theory Jacket Women true black L;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95438_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95438_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95438_7.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95438_7.jpg;true black;L;black;#000000;89.06;ABSOLUTE;0.0
variant;300399865;94491;;Annex Pant blue me S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94491_19.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94491_19.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/94491_19.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/94491_19.jpg;blue me;S;blue;#0000FF;97.16;ABSOLUTE;0.0
variant;300413127;95464;;Cargo Pant team blue XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95464_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95464_5.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/95464_5.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/95464_5.jpg;team blue;XL;blue;#0000FF;97.16;ABSOLUTE;0.0
variant;300466680;104668;;The Reservoir Beanie kelly green Uni;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/104668_6.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/104668_6.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/104668_6.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/104668_6.jpg;kelly green;Uni;green;#008000;14.54;ABSOLUTE;0.0
variant;300476953;105979;;The Stripee Fresh Beanie rasta white Uni;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/105979_6.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/105979_6.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/105979_6.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/105979_6.jpg;rasta white;Uni;white;#FFFFFF;26.69;ABSOLUTE;0.0
variant;300678853;132871;;Limited Jacket summer green M;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/132871_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/132871_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/132871_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/132871_1.jpg;summer green;M;green;#008000;485.96;ABSOLUTE;0.0
variant;300564395;117211;;Easy Beanie white Uni;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117211_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117211_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/117211_7.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/117211_7.jpg;white;Uni;white;#FFFFFF;16.16;ABSOLUTE;0.0
variant;300476952;105979;;The Stripee Fresh Beanie rasta black Uni;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/105979_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/105979_2.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/105979_2.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/105979_2.jpg;rasta black;Uni;black;#000000;26.69;ABSOLUTE;0.0
variant;300678854;132871;;Limited Jacket summer green S;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/132871_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/132871_1.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/132871_1.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/132871_1.jpg;summer green;S;green;#008000;485.96;ABSOLUTE;0.0
variant;300453379;102277;;Trace Helm white pearl XL;;;https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/102277_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/102277_7.jpg;https://s3.amazonaws.com/caas-demo-products/images/300Wx300H/102277_7.jpg,https://s3.amazonaws.com/caas-demo-products/images/96Wx96H/102277_7.jpg;white pearl;XL;white;#FFFFFF;40.46;ABSOLUTE;0.0
